Name,Average User Rating,User Rating Count,Price,In-app Purchases,Developer,Age Rating,Size,Genres,Original Release Date
Panzer Tactics HD,4.0,30.0,3.99,"6.99, 3.99, 3.99",HandyGames,12+,671617024.0,"Games, Strategy, Entertainment, Simulation",22/05/2014
Ghost Poppers - Spooky Chain Reaction Puzzle Game,,,0.0,"0.99, 1.99, 4.99, 9.99, 0.99, 1.99, 4.99, 9.99",FantAPPstic Apps,4+,18935808.0,"Games, Strategy, Entertainment, Puzzle",8/06/2014
Train Station Boxes Puzzle Challenge - Fun Addictive Traveler Adventure Mania,,,0.0,2.99,Punch Zip,4+,25391104.0,"Games, Strategy, Puzzle",5/04/2014
Snappy Gator,4.0,15.0,0.0,,Jack Miceli,9+,3424256.0,"Games, Adventure, Entertainment, Strategy",21/03/2014
Virus Clickers,3.5,201.0,0.0,,redBit games,4+,28520448.0,"Games, Strategy, Entertainment, Action",14/04/2014
Solitaire! Full,,,0.99,,1C Mobile Ltd,4+,70301696.0,"Games, Card, Strategy",23/03/2014
Make It Rain: Love of Money,4.5,51803.0,0.0,"0.99, 0.99, 1.99, 0.99, 0.99, 1.99, 0.99, 2.99, 4.99, 1.99","Space Inch, LLC",4+,183741440.0,"Games, Entertainment, Simulation, Strategy",1/04/2014
Maleficent Free Fall,4.5,13558.0,0.0,"1.99, 0.99, 0.99, 4.99, 9.99, 2.99, 19.99, 49.99, 2.99, 19.99",Disney,4+,353057792.0,"Games, Strategy, Entertainment, Puzzle",15/05/2014
Defend The Dam - Active Lane Defense,5.0,35.0,0.0,"2.99, 4.99, 1.99, 2.99, 0.99",Dragon Army,4+,112439296.0,"Games, Action, Strategy",19/03/2015
4 Games at Once: Impossible Brain Test,4.5,11.0,0.0,,GammaLateral LLC,4+,8749056.0,"Games, Casual, Entertainment, Strategy",1/04/2014
Fantasy Kingdom Quest Jump,,,0.0,"1.99, 4.99, 5.99, 7.99, 9.99","Netsummit Marketing, Inc.",4+,17555456.0,"Games, Strategy, Role Playing",29/03/2014
Jewel Pop: Ultimate Match Game,4.0,67.0,0.0,"2.99, 0.99, 3.99, 1.99","Netsummit Marketing, Inc.",4+,33669120.0,"Games, Strategy, Puzzle",4/04/2014
Partia 2,4.5,44.0,5.99,,Imago Software,9+,79221760.0,"Games, Strategy, Role Playing, Entertainment",22/10/2014
Fruit Heroes - matching 3 game,4.5,563.0,0.0,"0.99, 1.99, 4.99, 9.99, 19.99, 49.99, 99.99",Chaotan Li,4+,49983488.0,"Games, Strategy, Puzzle, Entertainment",27/03/2014
#NAME?,,,0.0,,Pisit Wetchayanwiwat,4+,16515072.0,"Games, Strategy, Casual",3/04/2014
Trova gli aforismi LITE,,,0.0,,Massimo Maestrami,4+,3033088.0,"Games, Word, Strategy",20/03/2014
Battle of Legendary Kingdoms,,,0.0,"1.99, 2.99, 4.99, 2.99, 1.99","UberZany Games, LLC",9+,28508160.0,"Games, Racing, Strategy, Entertainment",1/04/2014
"Warhammer 40,000: Space Wolf",3.5,2573.0,0.0,"4.99, 19.99, 9.99, 4.99, 49.99, 0.99, 5.99, 6.99, 99.99, 19.99",HeroCraft Ltd.,12+,259620864.0,"Games, Strategy, Entertainment, Card",28/10/2014
MemWars: A memory game with Strategic Planning and Multiplayer Challenge,,,0.0,"1.99, 0.99, 1.99",111 (LLC),4+,42086400.0,"Games, Casual, Strategy, Entertainment",25/04/2014
Potion Blast Mania,4.5,16.0,0.0,"0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99",Cellular Bits,9+,122002432.0,"Games, Strategy, Puzzle",3/06/2014
Heroes of Steel RPG Elite,4.5,77.0,3.99,"1.99, 1.99, 1.99, 1.99, 0.99",Trese Brothers,12+,112663552.0,"Games, Strategy, Role Playing",21/03/2014
1849,4.5,82.0,4.99,1.99,SomaSim,12+,78897152.0,"Games, Strategy, Simulation",7/05/2014
Wiggly Piggly,4.5,20.0,0.0,,Ryan Ackermann,9+,1310720.0,"Games, Strategy, Action",21/03/2014
Mega Jumpy Monster Extreme - Pogo-stick Jump-er,,,0.0,"4.99, 4.99, 29.99, 14.99",Jef Nielsen,4+,12378112.0,"Games, Strategy, Entertainment, Casual",23/03/2014
"""Papa's Cake Shop""",4.0,156.0,0.0,"3.99, 0.99, 1.99",ZHANG HUIMEI,4+,37740544.0,"Games, Strategy, Simulation",30/03/2014
Stick-Man Jump: Super Fight Jumper Trampoline War Adventure Game 2,4.0,37.0,0.0,"0.99, 4.99, 39.99, 14.99, 7.99, 2.99",Loretta Cheron,9+,48562176.0,"Games, Entertainment, Strategy, Role Playing",30/03/2014
Blok ud,,,0.0,,JK Media,4+,14913536.0,"Games, Strategy, Puzzle, Entertainment",22/03/2014
Viking Saga 2: New World,4.5,64.0,0.0,5.99,Qumaron,4+,254858240.0,"Games, Adventure, Strategy, Entertainment",17/10/2014
LineUp!,,,0.0,0.99,Blyts,4+,23441408.0,"Games, Strategy, Puzzle",10/04/2014
Award Clicker - Fun Drizzy Tap Game Free,4.5,14.0,0.0,"0.99, 2.99","Townsend & Cox, LLC",4+,22515712.0,"Games, Music, Strategy",10/05/2014
Whacka: Dot Whackin Game,5.0,23.0,0.0,,Cloud 541 LLC,4+,577536.0,"Games, Casual, Strategy",22/03/2014
Tic-Tac-Toe\xb2,4.5,17.0,0.0,0.99,Nolan Mathews,4+,2364416.0,"Games, Strategy, Board",23/03/2014
Popstar Fruit Bubble Match,4.0,12.0,0.0,2.99,"NetSummit Enterprises, Inc.",4+,39059456.0,"Games, Puzzle, Strategy",28/03/2014
Puzzle 2048,,,0.0,,Graham Weldon,4+,7413760.0,"Games, Puzzle, Strategy",23/03/2014
Train My Brain Free - Ultimate IQ Mind Games for Improving Cognitive Thinking,3.5,8.0,0.0,,"Ancientec Co., Ltd.",4+,13615104.0,"Education, Strategy, Family, Games",27/03/2014
Power Grounds,4.5,32.0,0.99,,Diego Cathalifaud,9+,7240704.0,"Games, Adventure, Strategy",10/04/2014
Roll me: The Impossible Snooker,3.5,94.0,0.0,"0.99, 1.99",App Holdings,4+,90107904.0,"Games, Board, Strategy, Entertainment",1/04/2014
Ant Smash,,,0.0,,"BizTechies, Inc.",9+,8482816.0,"Games, Entertainment, Strategy, Action",30/03/2014
2n - 2048,5.0,9.0,0.0,,Jiacong Xu,4+,7081984.0,"Games, Strategy, Puzzle, Entertainment",27/03/2014
2048 for iOS,,,0.0,,Ackee,4+,6914048.0,"Games, Entertainment, Strategy, Puzzle",27/03/2014
Adelantado Trilogy. Book One,3.5,26.0,0.0,3.99,Qumaron,4+,447221760.0,"Games, Strategy, Adventure, Entertainment",13/08/2014
2048 Logic puzzle Game,4.5,125.0,0.0,,Storn,4+,29818880.0,"Games, Strategy, Entertainment, Puzzle",27/03/2014
Save The Dog - the Free The Dog puzzle game,3.5,22.0,0.0,"0.99, 0.99",LZ Software,9+,63483904.0,"Games, Puzzle, Entertainment, Strategy",25/04/2014
Hello Kitty Jewel Town!,4.5,478.0,0.0,"1.99, 4.99, 9.99, 19.99, 49.99, 99.99",Sanrio Digital Europe,12+,194800640.0,"Games, Simulation, Strategy, Entertainment",25/11/2014
Bubble Logic HD,4.0,11.0,0.0,0.99,Anthony Miles,4+,5537792.0,"Games, Entertainment, Strategy, Casual",1/04/2014
Sheep2Go,,,0.0,"0.99, 1.99, 2.99, 3.99",11Sheep,4+,43446272.0,"Games, Action, Strategy",11/03/2015
Crazy Cat Cannon Blaster,,,0.0,2.99,"Netsummit Marketing, Inc.",4+,19193856.0,"Games, Action, Strategy",30/03/2014
Hay Stacking Farm Adventure,,,0.0,2.99,"NetSummit Enterprises, Inc.",4+,24752128.0,"Games, Puzzle, Strategy",29/03/2014
Bird Puzzle Match - Free Strategy Match 3 Impossible Game,,,0.0,,Makeover Mania Story Games,4+,7090176.0,"Games, Puzzle, Strategy",31/07/2014
Checkers Mobile,3.0,8.0,0.0,0.99,G Soft Team,4+,62749696.0,"Games, Strategy, Board",30/03/2014
Amazing Threes,4.5,109.0,0.0,0.99,Wenzhou Zhong,4+,6561792.0,"Games, Strategy, Entertainment, Card",1/04/2014
2048 Puzzle Fun Games for Free,,,0.0,,Tra My Nguyen,4+,10743808.0,"Games, Strategy, Puzzle, Lifestyle",28/03/2014
Future Chess,3.5,12.0,0.0,,"Diverve, Inc",4+,15134720.0,"Games, Board, Strategy",8/04/2014
2048 : Power of Two,4.5,47.0,0.0,1.99,SH Limited,4+,15597568.0,"Games, Puzzle, Entertainment, Strategy",28/03/2014
Battleship Classic Board Game,4.0,98.0,0.99,"1.99, 0.99",Leonid Grebenyuk,4+,49594368.0,"Games, Entertainment, Board, Strategy",30/03/2014
Zeven - Numbers & Puzzle,,,0.0,"0.99, 3.99, 9.99, 19.99, 38.99, 79.99",Ludo Factory,4+,61861888.0,"Games, Strategy, Entertainment, Casual",30/10/2015
Magic Personal Life Counter,,,0.0,0.99,Edwin Castellanos,4+,59383808.0,"Utilities, Strategy, Card, Games",30/03/2014
Numbers Reversi,,,0.0,,Noriyuki Morimoto,4+,30535680.0,"Games, Board, Strategy, Entertainment",24/03/2014
Cahoots!,4.5,6.0,1.99,,Josh Edwards,12+,19904512.0,"Games, Strategy, Card",4/08/2014
Beast Battles,4.5,6.0,0.0,0.99,Industrial Brothers Canada Ltd,9+,498442240.0,"Games, Strategy, Action",22/10/2014
2560 - New Style of 2048,4.0,6.0,0.0,0.99,Jianguo Yang,4+,6614016.0,"Games, Puzzle, Strategy, Entertainment",26/06/2014
Robot Ranger - Save Future City in this Fun Endless Jumper,,,0.0,,FantAPPstic Apps,4+,38686720.0,"Games, Racing, Strategy, Entertainment",20/07/2014
Backgammon Championship,,,0.0,"0.99, 2.99, 5.99, 0.99",AppOn,4+,46350336.0,"Games, Strategy, Board, Entertainment",17/04/2015
Chess Master 2014,3.5,22.0,0.0,"0.99, 4.99, 9.99, 49.99, 29.99",MOBIRIX,4+,29978624.0,"Games, Board, Strategy, Entertainment",7/05/2014
BMX Babies - Fun Bike Game for Boys and Girls,,,0.0,"1.99, 2.99, 0.99, 1.99",FantAPPstic Apps,4+,24199168.0,"Games, Racing, Strategy, Entertainment",8/06/2014
Sentinel 4: Dark Star,4.0,248.0,0.99,"0.99, 7.99, 2.99, 1.99, 0.99",Origin8,9+,384206848.0,"Games, Strategy, Entertainment, Casual",14/08/2014
CUBISTIC,,,0.0,"0.99, 1.99, 0.99, 0.99",Johannes Pfahler,4+,11373568.0,"Games, Entertainment, Puzzle, Strategy",29/03/2014
CUBISTIC,,,0.0,"0.99, 1.99, 0.99, 0.99",Johannes Pfahler,4+,11373568.0,"Games, Entertainment, Puzzle, Strategy",29/03/2014
First Class Flurry,4.5,147.0,0.0,3.99,"ViquaSoft Co., Ltd.",4+,57239552.0,"Games, Family, Strategy",24/04/2014
Grid Puzzle Logic Game - Nonogram/Picross Pixel Puzzle,4.5,111.0,0.0,,Maiaz Rahman,4+,30650368.0,"Games, Education, Puzzle, Strategy",1/04/2014
Plunder Pirates,4.5,21934.0,0.0,"4.99, 19.99, 9.99, 99.99, 49.99, 9.99, 4.99, 4.99, 4.99, 9.99",Midoki,12+,186245120.0,"Games, Strategy",16/09/2014
"""Papa's Ice Cream Shop""",4.0,31.0,0.0,"3.99, 0.99, 1.99",ZHANG HUIMEI,4+,37556224.0,"Games, Strategy, Food & Drink, Casual",1/04/2014
Bit Bot Bo,,,0.0,,Jo Albright,9+,15187968.0,"Games, Entertainment, Puzzle, Strategy",30/03/2014
Incursion TD: Tower Defense Game,4.0,64.0,0.0,"2.99, 6.99, 2.99, 5.99, 6.99, 2.99, 8.99, 14.99, 4.99, 4.99",Booblyc OU,12+,334077952.0,"Games, Action, Strategy",6/11/2014
Connect4,,,0.0,,Groenewold - new Media e.K.,4+,1138688.0,"Games, Trivia, Strategy",30/03/2014
Connect4,,,0.0,,Groenewold - new Media e.K.,4+,1138688.0,"Games, Trivia, Strategy",30/03/2014
Flatris - The Legendary Game,2.0,8.0,0.0,,Blaise L. Trotoux,4+,528384.0,"Games, Puzzle, Strategy, Sports",30/03/2014
Mars Robot Alien Planet Attack Game,,,0.0,"4.99, 4.99, 29.99",Jef Nielsen,4+,17129472.0,"Games, Strategy, Entertainment, Casual",30/03/2014
Crazy Cake Stacking Maker,,,0.0,2.99,"Netsummit Marketing, Inc.",4+,34844672.0,"Games, Strategy",5/04/2014
Art of Kakuro - A Number Puzzle Game More Fun Than Sudoku,4.5,6.0,0.99,,Kevin Brain,4+,4214784.0,"Games, Strategy, Puzzle, Entertainment",24/04/2014
Redneck Fishing Madness Revenge,3.5,10.0,0.0,2.99,"Netsummit Marketing, Inc.",4+,22495232.0,"Games, Sports, Strategy",5/04/2014
HexLogic - Fans,,,1.99,,GabySoft,4+,20512768.0,"Games, Puzzle, Strategy, Entertainment",31/03/2014
Dotster,4.5,257.0,0.0,"0.99, 1.99, 1.99, 0.99, 0.99, 0.99, 0.99, 0.99","Software River Solutions, Inc",4+,32269312.0,"Games, Entertainment, Strategy, Puzzle",13/04/2014
Math Calcs,,,0.0,,MARCELO SANTOS,4+,1249280.0,"Games, Strategy, Education",30/03/2014
2048 Doge,2.0,5.0,0.0,,Derek Morin,4+,23142400.0,"Games, Strategy, Education, Puzzle",4/04/2014
Kill The Germs!,,,0.0,"0.99, 0.99",Inited Solutions s.r.o.,4+,28220416.0,"Games, Puzzle, Strategy, Lifestyle",1/04/2014
Four in Sequence Pro,,,1.99,,AztekSolutions,4+,4998144.0,"Games, Strategy, Entertainment, Board",28/03/2014
Clash of Zombies- Match 3 Adventure,,,0.0,2.99,Jenny Chan,9+,58165248.0,"Games, Strategy, Simulation",13/04/2014
Star Wars\u2122: Commander,4.5,259030.0,0.0,"19.99, 9.99, 4.99, 99.99, 49.99, 1.99, 19.99, 29.99, 5.99, 9.99",NaturalMotion,9+,123083776.0,"Games, Entertainment, Action, Strategy",21/08/2014
Buggy Tavern,,,0.0,4.99,HappyMage,4+,64552960.0,"Games, Entertainment, Strategy, Puzzle",19/06/2014
Dragon Warlord\u2122,4.0,210.0,0.0,"4.99, 19.99, 19.99, 9.99, 14.99, 9.99, 99.99, 49.99, 1.99, 4.99",PlayZen Inc.,4+,47788032.0,"Games, Entertainment, Strategy, Role Playing",16/04/2014
2048 Color Mania,,,0.0,,INBAL Tal,4+,3096576.0,"Games, Entertainment, Board, Strategy",16/04/2014
City Island: Premium - Builder Tycoon - Citybuilding Sim Game from Village to Megapolis Paradise - Gold Edition,4.0,32.0,3.99,"2.99, 2.99, 7.99, 7.99, 2.99, 2.99, 2.99, 7.99, 1.99, 19.99",Sparkling Society,4+,84125696.0,"Games, Strategy, Simulation, Entertainment",8/04/2014
2048 ~ Game,,,0.0,,Freshbyte,4+,11182080.0,"Games, Entertainment, Strategy, Puzzle",1/04/2014
Retaliation Path of War,,,0.0,,XTEAM SOFTWARE SOLUTIONS SRL SEMPLIFICATA,9+,26607616.0,"Games, Strategy, Board",4/06/2014
Chess - Free Board Game,3.5,15.0,0.0,,"Best Free and Fun Games, LLC",4+,62533632.0,"Games, Board, Strategy, Entertainment",22/06/2014
Fruit Story!,4.5,108.0,0.0,"1.99, 4.99, 9.99, 19.99, 49.99, 99.99",Chaotan Li,4+,84709376.0,"Games, Entertainment, Strategy, Puzzle",8/04/2014
4096 - Impossible Connect Game: Double 2048,,,0.0,,Peter Marpaung,4+,3710976.0,"Games, Board, Education, Strategy",11/04/2014
Stunt Bike: Over Handle Bars,,,0.0,2.99,Landon Beaver,4+,13410304.0,"Games, Sports, Racing, Strategy",30/03/2014
2048 Dynasty - The 2048 App,,,0.0,,Wang Feng,4+,8630272.0,"Games, Entertainment, Puzzle, Strategy",8/04/2014
Exact 2 Blast Gems and Bricks Very Addictive Game,4.0,12.0,1.99,"3.99, 1.99, 0.99, 2.99",DeluxeWare,4+,39385088.0,"Games, Entertainment, Puzzle, Strategy",29/04/2014
Putination,,,0.0,,Maxim Shchetynin,4+,3246080.0,"Games, Simulation, Strategy, Navigation",25/04/2014
"""An Easter Egg Blitz - Don't Smash, Hit, or Breaky""",,,0.0,"1.99, 0.99",Hotel Romeo Media LLC,4+,27107328.0,"Games, Strategy, Entertainment, Music",8/04/2014
Watermelon Splash Game,,,0.0,,BMS Innolabs Software Pvt. Ltd.,4+,102398976.0,"Games, Sports, Strategy",8/04/2014
Humans vs Zombies,4.5,33.0,0.0,"0.99, 4.99",Mindray Technologies,4+,24088576.0,"Games, Action, Strategy",16/05/2014
Trouble With Robots,4.5,288.0,0.0,,Play-Asia.com,12+,72224768.0,"Games, Card, Strategy",27/11/2014
ExoGears2: Robots Combat Arena,4.0,45.0,0.0,"19.99, 9.99, 4.99, 49.99, 9.99, 1.99, 99.99, 29.99, 4.99, 19.99",Zombot Studio Inc.,9+,320829440.0,"Games, Action, Strategy",27/07/2017
Escape the Room Now!,2.5,33.0,0.0,,Pedro Chang,4+,66437120.0,"Games, Entertainment, Puzzle, Strategy",5/04/2014
Escape the Room Zombies,3.0,22.0,0.0,,Pedro Chang,12+,57507840.0,"Games, Strategy, Puzzle, Entertainment",5/04/2014
Happy Cow!,4.5,12.0,0.0,,Joshua Deichmann,4+,26058752.0,"Games, Strategy, Entertainment, Action",24/07/2015
2048 Cute Edition,4.0,16.0,0.0,,BlueRose Technologies Private Limited,4+,6746112.0,"Games, Puzzle, Strategy",8/04/2014
Mermaid Rescue - Enter The Hungry World Of The Shark,,,0.0,2.99,Menno Spijkstra,4+,75829248.0,"Games, Family, Strategy, Entertainment",30/04/2014
Metallicars,4.0,11.0,0.0,"9.99, 4.99, 19.99",Mind The Pixel,4+,39043072.0,"Games, Racing, Strategy",23/12/2014
Amazing killer Whale ocean Park adventure Game,,,0.0,2.99,M&M App Services Pty Ltd,4+,28569600.0,"Games, Entertainment, Family, Strategy",4/10/2014
Soccer Crush : 2014 Edition,,,0.0,,Virgo Apps,4+,20017152.0,"Games, Sports, Strategy, Sports",20/06/2014
Amazing killer Whale ocean Park adventure Game - Full Version,,,0.0,,M&M App Services Pty Ltd,4+,26509312.0,"Games, Entertainment, Family, Strategy",11/10/2014
Easter Bunny Egg Hunt Run and Jump Collect them All,3.5,5.0,0.0,"2.99, 3.99, 1.99, 4.99, 2.99",M&M App Services Pty Ltd,4+,21049344.0,"Games, Entertainment, Strategy, Racing",18/04/2014
Double Rainbow - The dangerously addicting (and colorful) game,5.0,20.0,0.0,,savageApps,4+,6594560.0,"Games, Strategy, Entertainment, Puzzle",4/04/2014
King Pudding: A cute 2048 number puzzle game,4.5,5.0,0.0,,GamesMouse,4+,13176832.0,"Games, Strategy, Puzzle, Entertainment",10/04/2014
Carnival Birds Fruit Fall Escape,,,0.0,2.99,Amy Prizer,4+,37453824.0,"Games, Strategy, Family",11/04/2014
Cryption,4.0,17.0,0.0,,YONG Su,4+,2198528.0,"Games, Strategy, Entertainment, Puzzle",18/04/2014
Sonny,4.5,1204.0,0.0,,Armor Games Inc,12+,1308950528.0,"Games, Strategy, Role Playing",12/01/2017
FlipPix Art - Games,,,1.99,,GabySoft,4+,49511424.0,"Games, Puzzle, Strategy, Entertainment",10/04/2014
Balloon Drop,,,0.0,,Nicholas Ivey,4+,2342912.0,"Games, Strategy, Casual",13/04/2014
"""Trump's Videos for Hearthstone""",5.0,6.0,0.0,,Christopher Ching,4+,1843200.0,"Entertainment, Card, Strategy, Games",11/04/2014
Impossible Tangle Puzzle Game,4.5,116.0,0.0,,GammaLateral LLC,4+,12527616.0,"Games, Strategy, Puzzle, Entertainment",8/04/2014
Deep Sea Diver,,,0.0,,Moxski LLC,4+,22016000.0,"Games, Strategy, Entertainment, Casual",12/04/2014
Monsters 2048,,,0.0,,Jonathon Francis,4+,9984000.0,"Games, Strategy, Puzzle, Entertainment",8/04/2014
ColorMania - A new twist on 2048 (guess the color and merge them to get the darkest tile),,,0.0,,Ramakant Sharda,4+,5566464.0,"Games, Puzzle, Strategy, Entertainment",4/04/2014
Snow - World,4.5,28.0,0.0,"4.99, 0.99, 9.99, 19.99, 29.99","Link Kit Co., Ltd.",9+,257089536.0,"Games, Action, Strategy, Entertainment",30/10/2014
Zombie Survival - Attack of the Robot Fun Maze Game,,,0.0,"0.99, 4.99, 9.99, 19.99",DM Applications LLC (TX),4+,67067904.0,"Games, Strategy, Entertainment, Puzzle",22/06/2014
FreeSolitaire %,,,0.0,,Feng Qing,4+,21323776.0,"Games, Entertainment, Strategy, Card",8/04/2014
Kitty Puzzles Slide,,,0.0,,Jaime Restrepo,4+,11325440.0,"Games, Strategy, Entertainment, Puzzle",17/11/2015
Summoners War,4.5,153052.0,0.0,"9.99, 2.99, 19.99, 99.99, 29.99, 4.99, 29.99, 9.99, 29.99, 4.99",Com2uS Corp.,12+,125157376.0,"Games, Role Playing, Entertainment, Strategy",12/06/2014
Slipy Quest,,,0.0,,Xun Yang,4+,16416768.0,"Games, Strategy, Education, Puzzle",9/10/2014
Egg Break Tap Puzzle Story,,,0.0,2.99,"Netsummit Marketing, Inc.",4+,31006720.0,"Games, Puzzle, Strategy",13/04/2014
Least,5.0,8.0,0.0,,Double Trouble Studio,4+,1826816.0,"Games, Education, Puzzle, Strategy",14/04/2014
Super Doodle Ball Clear Pop,,,0.0,2.99,"Netsummit Marketing, Inc.",4+,12988416.0,"Games, Puzzle, Strategy",19/04/2014
Cheats 4 Hire \u2013 school of cheaters,,,0.0,"3.99, 1.99, 2.99",Travian Games GmbH,9+,1163821056.0,"Games, Puzzle, Strategy",15/04/2015
Zombie Tower Defence Castle Creeps TD Madness War,4.0,19.0,0.0,"0.99, 4.99, 9.99, 1.99, 2.99, 19.99",WIRUL KENGTHANKAN,12+,49761280.0,"Games, Role Playing, Strategy, Education",3/08/2014
Dictator: The Political Game,2.0,149.0,0.0,"1.99, 0.99, 0.99",Aleksey Snida,12+,197758976.0,"Games, Entertainment, Strategy, Simulation",29/06/2014
Super High Rise Building Tower Stacker,,,0.0,2.99,"Netsummit Marketing, Inc.",4+,20647936.0,"Games, Strategy, Puzzle",12/04/2014
Art Of War 3:RTS Strategy Game,5.0,1765.0,0.0,"1.99, 2.99, 6.99, 9.99, 4.99, 9.99, 9.99, 4.99, 2.99, 9.99",Gear Games,12+,317263872.0,"Games, Board, Strategy",15/01/2017
Top Tank - Tilt to Dodge a Mine and Win the War,,,0.0,,FantAPPstic Apps,4+,16154624.0,"Games, Strategy, Entertainment, Racing",2/05/2014
"Math Talent - best free Educational game for kids,children addition,baby counting",,,0.0,,Liu Chongyu,4+,56823808.0,"Education, Games, Strategy",10/04/2014
Spider Classic Solitaire,,,0.0,,MmpApps Corp.,4+,20296704.0,"Games, Card, Entertainment, Strategy",10/06/2014
FreeCell & Eight Off,,,0.0,,MmpApps Corp.,4+,24556544.0,"Games, Strategy, Card, Entertainment",15/04/2014
Tic Tac Toe Free.,,,0.0,,Tick Path,4+,17367040.0,"Games, Board, Entertainment, Strategy",18/04/2014
#Tiles,,,0.0,,Vegard Gamnes,4+,1112064.0,"Games, Puzzle, Strategy",11/04/2014
Qu Game,5.0,25.0,0.0,,1791 Entertainment LLC,4+,13638656.0,"Games, Family, Strategy",7/05/2014
Armies of Dragons,3.0,20.0,0.0,"1.99, 4.99, 9.99, 2.99, 1.99, 4.99, 2.99, 2.99, 9.99, 24.99",ICANDY GAMES LTD,9+,70840320.0,"Games, Entertainment, Simulation, Strategy",26/08/2014
Runway Girl Seasons,,,0.0,"1.99, 49.99, 9.99, 2.99",36 You Games,12+,53690368.0,"Games, Music, Strategy, Entertainment",3/04/2015
Super Penguin Ice Fishing,4.5,8.0,0.0,2.99,Amy Prizer,4+,15421440.0,"Games, Strategy, Casual",13/04/2014
Cracky Egg - Easter Fun,,,0.0,,SPORE Productions,4+,25649152.0,"Games, Entertainment, Strategy, Family",18/04/2014
4x 2048 Real Money Tournaments & Multiplayer,4.0,11.0,0.0,,Corey Ledin,17+,48517120.0,"Games, Puzzle, Entertainment, Strategy",11/04/2014
Stack Rummy Znappy,,,0.0,"0.99, 4.99, 2.99",DoiZece,12+,45923328.0,"Games, Strategy, Board, Entertainment",10/04/2014
Red Ball Wipeout Bounce,2.5,25.0,0.0,2.99,"NetSummit Enterprises, Inc.",4+,23965696.0,"Games, Strategy, Adventure",12/04/2014
Four in a Row - Connect Four (Connect4) Free - Edition 2014,,,0.0,,French Kiss Apps,4+,4804608.0,"Games, Strategy, Entertainment",22/06/2014
Cookie Clicker Rush,4.5,155.0,0.0,"1.99, 4.99, 9.99, 19.99, 99.99, 49.99",PIXELCUBE STUDIOS INC.,4+,39940096.0,"Games, Action, Entertainment, Strategy",24/04/2014
BattleCry: World War Game,4.5,1525.0,0.0,"99.99, 39.99, 0.99, 19.99, 4.99, 9.99, 79.99",DYNAMICNEXT,12+,41699328.0,"Games, Role Playing, Strategy, Entertainment",25/04/2014
Guilds & Heroes,5.0,865.0,0.0,"29.99, 49.99, 19.99, 19.99, 9.99, 9.99, 4.99, 4.99, 99.99, 19.99",Ember Entertainment,9+,91089920.0,"Games, Role Playing, Strategy, Entertainment",23/03/2017
Infection 2 Bio War Simulation by Fun Games For Free,4.5,4112.0,0.0,"4.99, 9.99, 4.99, 4.99, 4.99, 4.99, 19.99, 49.99, 4.99, 4.99",Fun Games For Free,9+,46092288.0,"Games, Simulation, Strategy",24/05/2014
Swap the Box Free,,,0.0,,Gameville Studio Inc.,4+,6877184.0,"Games, Puzzle, Entertainment, Strategy",11/04/2014
Bad Vampire: Stop Dracula before dawn,,,0.0,,Jaime Salas Jr,9+,23847936.0,"Games, Action, Strategy, Entertainment",10/04/2014
Army Strike Force Weaponry Battalion,,,0.0,"1.99, 0.99",Kashif Tasneem,17+,36033536.0,"Games, Casual, Strategy",11/04/2014
Next Stop HD,5.0,10.0,5.99,,Ladia Group,4+,209945600.0,"Games, Simulation, Strategy",24/04/2014
Space-Mission,,,0.0,,Matthew Moore,9+,12732416.0,"Games, Adventure, Strategy",11/04/2014
"SAT Resource - Ace the SAT through study reminder, prep tracker and a pre packaged set of math, vocab, English, reading and essay topics!",,,0.0,0.99,Blue Eyes Innovation LLC,4+,26214400.0,"Education, Games, Strategy",1/05/2014
Take 2 Deluxe,,,0.99,,Marco Feikert,4+,86776832.0,"Games, Strategy, Board",11/04/2014
Plumber Puzzle Crack The Code,,,0.0,"0.99, 0.99, 1.99, 2.99, 0.99, 1.99, 2.99, 4.99","Big Goose Egg, LLC",4+,25391104.0,"Games, Strategy, Board, Entertainment",30/04/2015
Rainbow-Crush,,,0.0,,MadeOfDinosaurs,4+,3833856.0,"Games, Puzzle, Entertainment, Strategy",11/04/2014
Fish vs. Crabs,,,0.0,"4.99, 3.99, 2.99, 2.99",Swift Creek Games LLC,9+,321490944.0,"Games, Education, Simulation, Strategy",24/04/2014
"Tapcraze, the never ending game",2.0,6.0,0.0,,"Reason Mania, LLC",4+,356352.0,"Games, Entertainment, Strategy, Adventure",11/04/2014
Fibonacci - Impossible Numbers Game,,,0.0,,Xhavit Mustafa,4+,2543616.0,"Games, Strategy, Entertainment, Puzzle",5/05/2014
METAL SLUG DEFENSE,4.5,3252.0,0.0,"0.99, 2.99, 9.99, 5.99, 2.99, 19.99, 0.99, 29.99, 0.99, 4.99",SNK CORPORATION,12+,473841664.0,"Games, Strategy, Casual, Entertainment",1/05/2014
Flying Pony Adventure - Ancient Pegasus Sky Flapper Rush,,,0.0,2.99,Punch Zip,4+,14241792.0,"Games, Strategy, Adventure",3/05/2014
Flick Golf Champions FREE: Mini Sport Toss Now!,3.5,15.0,0.0,2.99,"Lazy Days, LLC",4+,22274048.0,"Games, Family, Sports, Strategy",1/06/2014
Next Stop HD Lite,,,0.0,,Ladia Group,4+,114184192.0,"Games, Simulation, Strategy",24/04/2014
